0.75,750 keV,251000,0,2404,
0.75,750 keV,253500,1,2479,
0.75,750 keV,246000,0,2482,
0.75,750 keV,249500,0,2392,
0.75,750 keV,249500,0,2424,
0.75,750 keV,247500,1,2417,
0.75,750 keV,252500,0,2407,
0.75,750 keV,250500,0,2509,
0.75,750 keV,249000,0,2341,
0.75,750 keV,249500,0,2479,
0.75,750 keV,253000,0,2524,
0.75,750 keV,248500,1,2413,
0.75,750 keV,248000,1,2405,
0.75,750 keV,248500,0,2379,
0.75,750 keV,254000,0,2525,
0.75,750 keV,249500,0,2448,
0.75,750 keV,249000,0,2326,
0.75,750 keV,245500,0,2332,
0.75,750 keV,248000,1,2549,
0.75,750 keV,257500,0,2550,
0.75,750 keV,252500,1,2533,
0.75,750 keV,249000,0,2495,
0.75,750 keV,250500,0,2430,
0.75,750 keV,248000,0,2299,
0.75,750 keV,250500,0,2403,
0.75,750 keV,250000,0,2480,
0.75,750 keV,248500,1,2395,
0.75,750 keV,251000,0,2479,
0.75,750 keV,249500,0,2419,
0.75,750 keV,248000,1,2392,
0.75,750 keV,252500,0,2481,
0.75,750 keV,250000,0,2465,
0.75,750 keV,248500,1,2464,
0.75,750 keV,251500,0,2470,
0.75,750 keV,249000,0,2346,
0.75,750 keV,251000,0,2477,
0.75,750 keV,245000,0,2469,
0.75,750 keV,251000,0,2416,
0.75,750 keV,253000,0,2494,
0.75,750 keV,251000,1,2378,
0.75,750 keV,252000,0,2380,
0.75,750 keV,249000,1,2520,
0.75,750 keV,248000,0,2465,
0.75,750 keV,251000,0,2392,
0.75,750 keV,252000,0,2408,
0.75,750 keV,251000,1,2449,
0.75,750 keV,246000,0,2448,
0.75,750 keV,251000,0,2452,
0.75,750 keV,255000,1,2554,
0.75,750 keV,249000,0,2460,
0.75,750 keV,249500,0,2438,
0.75,750 keV,246500,0,2305,
0.75,750 keV,252500,0,2535,
0.75,750 keV,251000,0,2443,
0.75,750 keV,249000,1,2464,
0.75,750 keV,247500,0,2315,
0.75,750 keV,252500,0,2365,
0.75,750 keV,246000,1,2459,
0.75,750 keV,250000,0,2532,
0.75,750 keV,251500,0,2401,
0.75,750 keV,249500,1,2422,
0.75,750 keV,249500,0,2467,
0.75,750 keV,250500,0,2357,
0.75,750 keV,250500,0,2511,
0.75,750 keV,251500,0,2448,
0.75,750 keV,249500,0,2380,
0.75,750 keV,250000,1,2470,
0.75,750 keV,249000,0,2459,
0.75,750 keV,245500,0,2400,
0.75,750 keV,248000,1,2462,
0.75,750 keV,255500,0,2484,
0.75,750 keV,251000,0,2411,
0.75,750 keV,252000,0,2452,
0.75,750 keV,250500,0,2457,
0.75,750 keV,255000,0,2438,
0.75,750 keV,242500,1,2410,
0.75,750 keV,254000,1,2403,
0.75,750 keV,251500,0,2525,
0.75,750 keV,244000,0,2490,
0.75,750 keV,250500,0,2339,
0.75,750 keV,249500,0,2355,
0.75,750 keV,252000,0,2449,
0.75,750 keV,248500,0,2524,
0.75,750 keV,250000,1,2429,
0.75,750 keV,250000,0,2423,
0.75,750 keV,251500,0,2548,
0.75,750 keV,247500,0,2379,
0.75,750 keV,251000,1,2407,
0.75,750 keV,249500,0,2410,
0.75,750 keV,246500,0,2391,
0.75,750 keV,253000,1,2439,
0.75,750 keV,251000,0,2517,
0.75,750 keV,251000,0,2506,
0.75,750 keV,249000,0,2447,
0.75,750 keV,251000,0,2383,
0.75,750 keV,249000,1,2421,
0.75,750 keV,243500,0,2295,
0.75,750 keV,251000,1,2510,
0.75,750 keV,254000,0,2554,
0.75,750 keV,251500,0,2398,
0.75,750 keV,253000,1,2528,
0.75,750 keV,243500,0,2431,
0.75,750 keV,251000,0,2430,
0.75,750 keV,252500,0,2368,
0.75,750 keV,252500,0,2483,
0.75,750 keV,250000,0,2399,
0.75,750 keV,248000,1,2396,
0.75,750 keV,249500,0,2479,
0.75,750 keV,250000,0,2333,
0.75,750 keV,246500,1,2463,
0.75,750 keV,251000,0,2520,
0.75,750 keV,252500,0,2441,
0.75,750 keV,250000,0,2313,
0.75,750 keV,252500,1,2491,
0.75,750 keV,249500,0,2530,
0.75,750 keV,248000,0,2423,
0.75,750 keV,252000,1,2543,
0.75,750 keV,248500,0,2370,
0.75,750 keV,252000,0,2495,
0.75,750 keV,247500,0,2349,
0.75,750 keV,254000,1,2467,
0.75,750 keV,242000,0,2328,
0.75,750 keV,252500,0,2578,
0.75,750 keV,251500,0,2384,
0.75,750 keV,248000,1,2346,
0.75,750 keV,249500,0,2470,
0.75,750 keV,251500,0,2407,
0.75,750 keV,251000,0,2534,
0.75,750 keV,254500,0,2480,
0.75,750 keV,251500,0,2453,
0.75,750 keV,247000,1,2391,
0.75,750 keV,247000,0,2433,
0.75,750 keV,250000,0,2387,
0.75,750 keV,246500,0,2445,
0.75,750 keV,250000,1,2453,
0.75,750 keV,253500,0,2472,
0.75,750 keV,248000,0,2325,
0.75,750 keV,251500,0,2492,
0.75,750 keV,254000,0,2590,
0.75,750 keV,246500,1,2350,
0.75,750 keV,249000,1,2495,
0.75,750 keV,254500,0,2446,
0.75,750 keV,248500,0,2412,
0.75,750 keV,248000,0,2404,
0.75,750 keV,243500,0,2393,
0.75,750 keV,252500,0,2555,
0.75,750 keV,251000,0,2361,
0.75,750 keV,253000,1,2448,
0.75,750 keV,246500,0,2306,
0.75,750 keV,249500,0,2485,
0.75,750 keV,252500,0,2426,
0.75,750 keV,251500,1,2540,
0.75,750 keV,250500,0,2422,
0.75,750 keV,253000,0,2473,
0.75,750 keV,247000,1,2338,
0.75,750 keV,249500,0,2524,
0.75,750 keV,246500,0,2312,
0.75,750 keV,251000,0,2462,
0.75,750 keV,250500,1,2495,
0.75,750 keV,252000,0,2488,
0.75,750 keV,246500,0,2363,
0.75,750 keV,250500,1,2462,
0.75,750 keV,251500,0,2431,
0.75,750 keV,251500,0,2501,
0.75,750 keV,251000,0,2424,
0.75,750 keV,248500,1,2324,
0.75,750 keV,250000,0,2466,
0.75,750 keV,250500,0,2543,
0.75,750 keV,252000,0,2378,
0.75,750 keV,254500,1,2474,
0.75,750 keV,249000,0,2468,
0.75,750 keV,244500,0,2437,
0.75,750 keV,245000,1,2340,
0.75,750 keV,255500,0,2554,
0.75,750 keV,248500,0,2387,
0.75,750 keV,251000,0,2476,
0.75,750 keV,248500,0,2450,
0.75,750 keV,250500,1,2435,
0.75,750 keV,252500,0,2436,
0.75,750 keV,248500,0,2436,
0.75,750 keV,248500,1,2457,
0.75,750 keV,249500,0,2403,
0.75,750 keV,255000,0,2537,
0.75,750 keV,247000,0,2360,
0.75,750 keV,249000,0,2436,
0.75,750 keV,252500,1,2547,
0.75,750 keV,246000,0,2396,
0.75,750 keV,252500,0,2378,
